epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,5.24845665047,0.0748541039157,9.53166670635,0.0192618534483,-1,-1
1,4.56184124013,0.14500188253,6.51952083357,0.0766433189655,-1,-1
2,4.13452670804,0.187876506024,4.93912923747,0.145743534483,-1,-1
3,3.84955401808,0.21976185994,5.53547557469,0.135775862069,-1,-1
4,3.5558222245,0.25437688253,4.25388826173,0.197737068966,-1,-1
5,3.38945859312,0.280355798193,4.24255725022,0.210802801724,-1,-1
6,3.1546223616,0.302569653614,3.67593332817,0.219558189655,-1,-1
7,2.97922588616,0.328548569277,3.37715635217,0.25228987069,-1,-1
8,2.85756540155,0.343585278614,3.97592995085,0.199892241379,-1,-1
9,2.70497982689,0.357068900602,3.77549146373,0.257677801724,-1,-1
10,2.59311721411,0.37358810241,3.46545926456,0.274110991379,-1,-1
11,2.50026969594,0.386954066265,3.3305428357,0.274245689655,-1,-1
12,2.37498923562,0.402484939759,2.9213776794,0.312230603448,-1,-1
13,2.28515806794,0.416745105422,3.02479041034,0.311691810345,-1,-1
14,2.19387777742,0.428534450301,3.48553528868,0.248518318966,-1,-1
15,2.13113915848,0.440700301205,2.64561605865,0.345635775862,-1,-1
16,2.0580353525,0.45413685994,2.67398402198,0.350889008621,-1,-1
17,1.99865351348,0.465714420181,2.41447017111,0.384294181034,-1,-1
18,1.96142908141,0.475809487952,2.54566469686,0.372440732759,-1,-1
19,1.91917913219,0.485128012048,2.83747334727,0.352101293103,-1,-1
20,1.88817605412,0.489904932229,2.839535446,0.348195043103,-1,-1
21,1.83984695249,0.501953125,2.39770243497,0.396686422414,-1,-1
22,1.81903091145,0.506212349398,2.5779536387,0.377693965517,-1,-1
23,1.7688313798,0.519248870482,2.61189636691,0.394396551724,-1,-1
24,1.75312806468,0.521131400602,2.52891528195,0.377424568966,-1,-1
25,1.7180075667,0.527673192771,2.37992321828,0.409886853448,-1,-1
26,1.68587604991,0.532567771084,2.71151483881,0.36328125,-1,-1
27,1.66701652846,0.541180346386,2.12434064931,0.465113146552,-1,-1
28,1.62767633149,0.550969503012,2.1152337399,0.45474137931,-1,-1
29,1.60690351028,0.553440323795,2.22988878859,0.437904094828,-1,-1
30,1.57249972799,0.564594314759,2.2952943917,0.421605603448,-1,-1
31,1.54493971474,0.569488893072,2.19087468139,0.435479525862,-1,-1
32,1.53370224137,0.571889118976,2.24359413879,0.438173491379,-1,-1
33,1.4858857185,0.584478539157,2.15785371641,0.461072198276,-1,-1
34,1.48974483272,0.584878576807,2.05177387903,0.471578663793,-1,-1
35,1.46029326822,0.59132624247,2.37833408652,0.441540948276,-1,-1
36,1.45097281954,0.590879141566,2.36376268699,0.426724137931,-1,-1
37,1.41805229094,0.598832831325,2.0828555473,0.470096982759,-1,-1
38,1.40693463726,0.600432981928,2.1688489544,0.467268318966,-1,-1
39,1.37942591453,0.606857115964,1.98304972361,0.496497844828,-1,-1
40,1.36798523833,0.612692959337,2.01435643023,0.484509698276,-1,-1
41,1.3454310289,0.614646084337,2.05265995963,0.487473060345,-1,-1
42,1.32202858164,0.622317394578,2.22034951942,0.457704741379,-1,-1
43,1.32022544526,0.621729103916,2.3450796152,0.438308189655,-1,-1
44,1.29360651898,0.628600338855,2.12943487743,0.475619612069,-1,-1
45,1.28081075273,0.631988893072,2.170802696,0.471174568966,-1,-1
46,1.27175497201,0.63335372741,2.18190582045,0.462015086207,-1,-1
47,1.2508755969,0.637754141566,2.11750959528,0.484240301724,-1,-1
48,1.24454493659,0.636742281627,2.02397693437,0.495420258621,-1,-1
49,1.21148662538,0.648955195783,2.07948965451,0.489628232759,-1,-1
50,1.20914066143,0.651214231928,2.38556318036,0.457165948276,-1,-1
51,1.20208295964,0.648861069277,2.32054894135,0.471982758621,-1,-1
52,1.20138399536,0.649166980422,2.02814472749,0.499595905172,-1,-1
53,1.16924341759,0.658203125,2.15213805848,0.485048491379,-1,-1
54,1.14973250193,0.666298004518,2.11862484957,0.49838362069,-1,-1
55,1.15646927328,0.66312123494,2.12564805047,0.488820043103,-1,-1
56,1.14519912705,0.664933170181,2.2996497072,0.466594827586,-1,-1
57,1.14818801022,0.662627070783,2.04776322225,0.501077586207,-1,-1
58,1.11813526735,0.671780873494,2.35333022167,0.458782327586,-1,-1
59,1.1026690272,0.675381212349,2.15019018486,0.485048491379,-1,-1
60,1.09957289768,0.676863704819,2.04241949114,0.499326508621,-1,-1
61,1.08601088463,0.677922628012,2.03569906333,0.510371767241,-1,-1
62,1.07642524842,0.68015813253,2.41790806836,0.436018318966,-1,-1
63,1.06757924661,0.682981927711,2.01908140141,0.51171875,-1,-1
64,1.06192069671,0.681546498494,2.24540703667,0.488820043103,-1,-1
65,1.05553013858,0.685923381024,2.15025661526,0.487877155172,-1,-1
66,1.04729805923,0.687476468373,2.31175224534,0.465113146552,-1,-1
67,1.04222824433,0.690159073795,2.0130242767,0.520743534483,-1,-1
68,1.02655705181,0.691759224398,2.22633884899,0.483566810345,-1,-1
69,1.02129278359,0.697948042169,2.49835227687,0.464574353448,-1,-1
70,1.0235776386,0.693029932229,2.10192928232,0.49838362069,-1,-1
71,0.99573679017,0.70124246988,2.00655322445,0.520878232759,-1,-1
72,0.996011546577,0.700418862952,2.13249586163,0.49380387931,-1,-1
73,1.00018453831,0.701524849398,2.14687224092,0.494881465517,-1,-1
74,0.981901289828,0.707125376506,2.21581044279,0.485721982759,-1,-1
75,0.982210729316,0.70453689759,2.46385679368,0.464574353448,-1,-1
